flowStartMilliseconds,sourceIPAddress,destinationIPAddress,sourceTransportPort,destinationTransportPort,Binary_Label,Attack_Type_enc
1619932202746,103.94.129.236,133.52.249.189,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.251.145,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.249.159,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.249.81,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.251.55,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.252.67,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.250.176,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.250.173,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.250.214,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.250.136,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.250.120,47696,389,0,Normal
1619932202746,103.94.129.236,133.52.249.222,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.249.21,47696,389,0,Normal
1619932202747,109.112.45.212,202.25.85.213,53209,445,0,Normal
1619932202747,103.94.129.236,133.52.249.94,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.49,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.182,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.252.119,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.10,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.194,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.249.138,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.60,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.233,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.82,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.137,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.17,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.171,47696,389,0,Normal
1619932202747,23.65.108.242,163.93.191.13,32879,3478,0,Normal
1619932202747,103.94.129.236,133.52.251.140,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.252.80,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.249.9,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.52,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.237,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.28,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.168,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.255,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.228,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.99,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.211,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.252.106,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.250.67,47696,389,0,Normal
1619932202747,103.94.129.236,133.52.251.144,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.48,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.249.125,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.209,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.162,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.189,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.37,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.92,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.249.6,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.249.117,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.34,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.57,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.253,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.72,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.28,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.226,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.87,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.252.74,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.14,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.63,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.58,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.207,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.254,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.36,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.24,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.138,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.105,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.249.128,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.142,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.22,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.39,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.192,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.32,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.249.40,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.92,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.156,47696,389,0,Normal
1619932202748,192.249.218.19,163.93.167.166,47582,5632,0,Normal
1619932202748,103.94.129.236,133.52.251.150,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.242,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.119,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.27,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.62,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.250.65,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.90,47696,389,0,Normal
1619932202748,193.233.252.217,133.52.140.207,0,2048,0,Normal
1619932202748,103.94.129.236,133.52.251.163,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.252.120,47696,389,0,Normal
1619932202748,103.94.129.236,133.52.251.43,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.197,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.102,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.213,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.214,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.215,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.194,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.252.117,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.190,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.252.66,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.117,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.66,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.191,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.170,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.124,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.252.79,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.54,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.183,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.84,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.46,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.204,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.149,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.252.90,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.91,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.210,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.65,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.252.123,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.224,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.247,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.5,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.195,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.211,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.27,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.151,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.88,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.219,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.172,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.177,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.2,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.126,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.131,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.185,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.233,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.250,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.181,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.250.23,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.222,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.153,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.95,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.248.72,47696,389,0,Normal
1619932202749,103.94.129.236,133.52.251.81,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.111,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.250.222,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.252.127,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.232,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.76,47696,389,0,Normal
1619932202750,147.42.2.107,133.52.246.55,53211,123,0,Normal
1619932202750,103.94.129.236,133.52.251.206,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.250.180,47696,389,0,Normal
1619932202750,172.82.240.244,163.93.226.62,54782,1900,0,Normal
1619932202750,103.94.129.236,133.52.250.5,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.250.102,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.14,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.123,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.3,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.132,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.38,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.252.98,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.166,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.235,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.249.11,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.249.200,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.249.1,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.252.104,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.252.78,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.133,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.6,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.251.58,47696,389,0,Normal
1619932202750,103.94.129.236,133.52.252.103,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.25,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.99,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.220,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.250.246,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.83,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.29,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.111,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.97,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.250.130,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.250.159,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.139,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.175,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.77,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.155,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.73,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.165,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.16,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.250.193,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.109,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.187,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.250.227,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.36,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.250.216,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.250.149,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.63,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.32,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.251.26,47696,389,0,Normal
1619932202751,103.94.129.236,133.52.252.64,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.250.178,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.172,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.179,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.205,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.248,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.52,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.121,47696,389,0,Normal
1619932202752,146.72.239.203,133.52.28.173,1901,1900,0,Normal
1619932202752,103.94.129.236,133.52.251.44,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.250.162,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.250.61,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.209,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.65,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.169,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.161,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.112,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.250.138,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.250.164,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.139,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.212,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.249.14,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.94,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.250.63,47696,389,0,Normal
1619932202752,27.160.131.108,202.25.83.195,46769,8291,0,Normal
1619932202752,103.94.129.236,133.52.250.232,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.19,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.96,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.215,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.4,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.6,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.250.87,47696,389,0,Normal
1619932202100,163.93.31.78,134.20.140.221,53526,443,0,Normal
1619932202752,103.94.129.236,133.52.251.47,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.166,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.93,47696,389,0,Normal
1619932202752,89.116.0.150,202.134.233.103,15840,22,0,Normal
1619932202752,103.94.129.236,133.52.252.71,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.118,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.127,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.240,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.79,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.1,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.113,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.251.213,47696,389,0,Normal
1619932202752,103.94.129.236,133.52.252.135,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.248.71,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.250.203,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.20,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.186,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.5,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.19,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.50,47696,389,0,Normal
1619932202753,175.15.190.115,202.25.82.134,17973,445,0,Normal
1619932202753,103.94.129.236,133.52.252.35,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.35,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.250.43,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.180,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.250.166,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.176,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.174,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.105,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.88,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.250.174,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.48,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.44,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.196,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.188,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.87,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.131,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.98,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.91,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.251,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.146,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.234,47696,389,0,Normal
1619932202753,117.137.226.83,203.5.223.173,33649,513,0,Normal
1619932202753,103.94.129.236,133.52.251.61,47696,389,0,Normal
1619932202753,146.72.239.203,133.52.148.46,1901,1900,0,Normal
1619932202753,103.94.129.236,133.52.251.100,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.92,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.121,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.167,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.81,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.185,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.252.164,47696,389,0,Normal
1619932202753,103.94.129.236,133.52.251.218,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.101,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.165,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.95,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.187,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.26,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.122,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.56,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.71,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.70,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.58,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.177,47696,389,0,Normal
1619932202754,61.24.167.220,163.93.49.32,40922,23,0,Normal
1619932202754,103.94.129.236,133.52.252.160,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.243,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.250.215,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.163,47696,389,0,Normal
1619932202754,133.52.247.241,103.94.129.236,0,778,0,Normal
1619932202754,103.94.129.236,133.52.252.107,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.254,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.229,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.211,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.231,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.108,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.102,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.86,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.84,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.250.242,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.104,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.250.13,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.72,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.110,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.69,47696,389,0,Normal
1619932202754,43.3.221.244,133.227.158.178,31231,50348,0,Normal
1619932202754,103.94.129.236,133.52.251.227,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.80,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.108,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.128,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.100,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.214,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.192,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.29,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.2,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.184,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.250.208,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.42,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.252.179,47696,389,0,Normal
1619932202754,103.94.129.236,133.52.251.21,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.107,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.2,47696,389,0,Normal
1619932202755,50.130.123.169,202.7.182.119,5397,782,0,Normal
1619932202755,103.94.129.236,133.52.251.143,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.112,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.173,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.192,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.101,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.216,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.196,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.144,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.252,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.198,47696,389,0,Normal
1619932202755,133.52.252.66,103.94.129.236,0,778,0,Normal
1619932202755,103.94.129.236,133.52.251.64,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.253.104,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.109,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.244,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.54,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.20,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.251.217,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.253.103,47696,389,0,Normal
1619932202755,133.52.252.65,103.94.129.236,0,771,0,Normal
1619932202755,103.94.129.236,133.52.252.191,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.14,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.34,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.253.86,47696,389,0,Normal
1619932202755,103.94.129.236,133.52.252.77,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.252.37,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.167,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.252.76,47696,389,0,Normal
1619932202746,203.5.189.16,41.85.95.129,0,2048,0,Normal
1619932202756,103.94.129.236,133.52.251.7,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.164,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.252.33,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.253.53,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.250.198,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.225,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.245,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.253.79,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.115,47696,389,0,Normal
1619932202756,201.178.18.139,202.134.230.40,63893,61852,0,Normal
1619932202756,103.94.129.236,133.52.251.53,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.250.84,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.10,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.252.125,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.23,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.147,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.31,47696,389,0,Normal
1619932202756,103.94.129.236,133.52.251.36,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.235,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.251.148,47696,389,0,Normal
1619932202757,146.72.239.203,203.5.230.245,1901,1900,0,Normal
1619932202757,103.94.129.236,133.52.252.30,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.251.178,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.234,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.111,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.251.85,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.251.120,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.68,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.233,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.57,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.150,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.95,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.186,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.132,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.84,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.44,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.251.68,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.0,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.80,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.251.158,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.251.70,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.117,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.177,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.102,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.92,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.138,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.250.160,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.43,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.240,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.9,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.2,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.141,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.48,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.61,47696,389,0,Normal
1619932202757,126.182.172.201,203.5.253.152,27741,23,0,Normal
1619932202757,103.94.129.236,133.52.252.169,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.71,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.45,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.250.15,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.252.184,47696,389,0,Normal
1619932202757,170.149.168.131,202.134.255.52,41450,990,0,Normal
1619932202757,103.94.129.236,133.52.253.106,47696,389,0,Normal
1619932202757,103.94.129.236,133.52.253.82,47696,389,0,Normal
